Venue,Vehicle,Log Date,Log Time,Sample Rate,Duration,Range,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Car Coord X,Car Coord Y,Car Coord Z,Car Pos Norm,ERS Max Energy,Engine Brake Setting,Flags,Fuel Level,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate
ks_brands_hatch,legends_ford_34_coupe,08/10/2025,22:56:00,20.000,249.100,entire outing,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.999999000,50,1.0,1.18560,26,0,0.000,0.00,69.999999000,293.07,-317.54,-3.943,0.9102,0,0.0,0.0,18,0.0,0.0,0,0,0,0,0.0,0.0,18,140.26460,10500,118.0000010000,118.0000010000,0,0,119,0.0,0.0,1.0,20.0,66.67
