Venue,Vehicle,Log Date,Log Time,Sample Rate,Duration,Range,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Car Coord X,Car Coord Y,Car Coord Z,Car Pos Norm,ERS Max Energy,Engine Brake Setting,Flags,Fuel Level,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate
ks_brands_hatch,ks_corvette_c7r,08/10/2025,16:11:00,20.000,47.100,Lap 3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.999999000,50,1.0,1.18560,26,0,0.000,47.886,68.0000010000,128.53,-390.04,-7.697,0.0042,0,0.0,0.0,30,1.0,0.0,0,0,0,0,1.0,1.0,110,433.27234,6500,75.0000030000,75.0000030000,109.999999000,109.999999000,586,0.0,0.0,1.0,1.0,83.33
