Venue,Vehicle,Log Date,Log Time,Sample Rate,Duration,Range,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Car Coord X,Car Coord Y,Car Coord Z,Car Pos Norm,ERS Max Energy,Engine Brake Setting,Flags,Fuel Level,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate
ks_brands_hatch,ac_legends_bmw_csl,10/10/2025,21:12:00,20.000,826.900,entire outing,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.999999000,50,1.0,1.18560,26,0,0.000,0.000,61.0000010000,128.53,-391.05,-7.515,0.0044,0,0.0,0.0,30,0.0,0.0,0,0,0,0,0.0,0.0,110,398.12402,9000,0,0,150.000006000,150.000006000,353,0.0,0.0,1.0,1.0,111.11
