Venue,Vehicle,Log Date,Log Time,Sample Rate,Duration,Range,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Car Coord X,Car Coord Y,Car Coord Z,Car Pos Norm,ERS Max Energy,Engine Brake Setting,Flags,Fuel Level,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,TotalLapCount,LapIndexes,MaxSpeed,RaceIndexLength
ks_brands_hatch,legends_ford_34_coupe,23/11/2025,13:57:00,20.000,1575.400,entire outing,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,19.999999000,50,1.0,1.18560,26,0,0.000,0.000,69.999999000,130.92,-392.78,-7.354,0.0035,0,0.0,0.0,17.672,0.0,0.0,0,0,0,0,0.0,0.0,18,140.26460,10500,118.0000010000,118.0000010000,0,0,119,0.0,0.0,1.0,1.0,111.11,26.0,"[1140, 2291, 3423, 4546, 5698, 6807, 7918, 9158, 10278, 11397, 12962, 14072, 15174, 16295, 17719, 18962, 20198, 21405, 22647, 23771, 24885, 25994, 27187, 28311, 29422, 31371]",180.47,31509
