"ABS Active","ABS Enabled","AID Allow Tire Blankets","AID Auto Blip","AID Auto Clutch","AID Auto Shift","AID Fuel Rate","AID Ideal Line","AID Mech Damage","AID Stability","AID Tire Wear Rate","Air Density","Air Temp","Ballast","Best Lap Delta","Best Lap Time","Brake Bias","Brake Pos","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Camber FL","Camber FR","Camber RL","Camber RR","Car Coord X","Car Coord Y","Car Coord Z","Car Damage Front","Car Damage Left","Car Damage Rear","Car Damage Right","Car Pos Norm","Caster FL","Caster FR","Chassis Pitch Angle","Chassis Pitch Rate","Chassis Roll Angle","Chassis Roll Rate","Chassis Velocity X","Chassis Velocity Y","Chassis Velocity Z","Chassis Yaw Rate","Clutch Pos","DRS Active","DRS Available","Drive Train Speed","ERS Heat Charging","ERS Is Charging","ERS Max Energy","ERS Power Level","ERS Recovery Level","Engine Brake Setting","Engine Limiter","Engine RPM","Flags","Fuel Level","Gear","Ground Speed","HR Sample Clock","In Pit","KERS Charge","KERS Deployed Energy","KERS Input","KERS Max Energy","LR Sample Clock","Lap Invalidated","Lap Time","Lap Time2","Last Lap Time","Last Sector Time","MR Sample Clock","Max Fuel","Max Power","Max RPM","Max Sus Travel FL","Max Sus Travel FR","Max Sus Travel RL","Max Sus Travel RR","Max Torque","Max Turbo Boost","Num Tires Off Track","Penalties Enabled","Position","Raw Data Sample Rate","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Road Temp","Self Align Torque FL","Self Align Torque FR","Self Align Torque RL","Self Align Torque RR","Session Lap Count","Session Time Left","Steering Angle","Surface Grip","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Pressure FL","Tire Pressure FR","Tire Pressure RL","Tire Pressure RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Rubber Grip FL","Tire Rubber Grip FR","Tire Rubber Grip RL","Tire Rubber Grip RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Temp Core FL","Tire Temp Core FR","Tire Temp Core RL","Tire Temp Core RR","Tire Temp Inner FL","Tire Temp Inner FR","Tire Temp Inner RL","Tire Temp Inner RR","Tire Temp Middle FL","Tire Temp Middle FR","Tire Temp Middle RL","Tire Temp Middle RR","Tire Temp Outer FL","Tire Temp Outer FR","Tire Temp Outer RL","Tire Temp Outer RR","Toe In FL","Toe In FR","Toe In RL","Toe In RR","Turbo Boost","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Wind Direction","Wind Speed"
"","","","","","","","","%","%","","kg/m3","C","kg","s","s","%","%","C","C","C","C","G","G","G","mm","deg","deg","deg","deg","m","m","m","","","","","","deg","deg","deg","deg/s","deg","deg/s","m/s","m/s","m/s","deg/s","%","","","rad/s","","","MJ","","","","","rpm","","l","","km/h","","","%","kJ","%","MJ","","","s","s","s","s","","l","hp","rpm","mm","mm","mm","mm","N.m","","","","","Hz","mm","mm","mm","mm","C","N.m","N.m","N.m","N.m","","s","deg","%","mm","mm","mm","mm","","","%","","","","","N","N","N","N","mm","mm","mm","mm","psi","psi","psi","psi","mm","mm","mm","mm","%","%","%","%","deg","deg","deg","deg","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","deg","deg","deg","deg","","rad/s","rad/s","rad/s","rad/s","deg","km/h"


"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.441","47.886","68.0000010000","0.00","26","26","26","26","0.044","0.234","-0.1175","377.27","-3.516","-2.849","-2.134","-1.844","-158.71","-237.81","-12.497","0","0.000","0","0","0.2462","-12.6123","-12.6123","5.940","-2.41","1.472","-3.36","50.511","0.172","-0.3566","0.20","100.000","0","0","144.56","0","0","0","0","0","0","0.0000","5369.2","0","30","4.0000","181.85","1.0000","0","0","0","0","0","1.0000","0","9.912","9.912","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","111.11","80.02","80.02","75.77","75.77","23","-16.70","18.20","-9.66","31.19","2.0000","1645.86","4.32","100","22.51","25.36","31.79","33.76","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","2651","3542","4281","4516","337.912","335.050","343.771","342.657","24.7385","22.6255","24.4429","22.9855","344.999999000","344.999999000","354.999989000","354.999989000","99.9894","99.8282","99.9562","99.8438","-0.008","-0.024","0.140","0.300","-0.049","-0.05","1.968","1.954","80.615","67.409","78.768","69.659","88.170","68.311","86.864","73.715","83.613","64.581","83.987","70.622","79.825","62.107","82.215","68.922","0.218","-0.280","0.07896","0.07863","0","145.77","145.79","144.53","144.53","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.438","47.886","68.0000010000","0.00","26","26","26","26","-0.079","0.225","-0.0626","377.65","-3.526","-3.200","-2.181","-1.947","-158.53","-235.15","-12.204","0","0.000","0","0","0.2476","-12.6123","-12.6123","5.834","-1.59","1.253","-3.42","50.630","0.109","-0.3574","2.75","100.000","0","0","144.73","0","0","0","0","0","0","0.0000","5375.4","0","30","4.0000","182.27","0.0000","0","0","0","0","0","1.0000","0","9.966","9.966","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","79.80","79.80","76.39","76.39","23","-29.79","10.24","-19.42","26.58","2.0000","1645.80","6.19","100","22.88","24.69","32.18","30.92","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","3421","2983","4624","4629","335.858","336.435","342.737","342.640","24.7393","22.6246","24.4455","22.9867","344.999999000","344.999999000","354.999989000","354.999989000","99.9894","99.8282","99.9563","99.8439","-0.175","-0.194","0.007","0.178","-0.060","-0.04","1.748","1.901","80.621","67.404","78.785","69.667","88.092","68.270","86.830","73.702","83.541","64.544","83.954","70.611","79.757","62.073","82.182","68.911","0.379","-0.441","0.07890","0.07922","0","146.26","146.05","144.76","144.76","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.438","47.886","68.0000010000","0.00","26","26","26","26","-0.195","0.216","0.0927","375.58","-3.372","-3.275","-2.266","-2.294","-158.34","-232.46","-11.911","0","0.000","0","0","0.2490","-12.6123","-12.6123","5.795","0.51","1.146","-1.17","50.746","-0.004","-0.3405","4.76","100.000","0","0","145.01","0","0","0","0","0","0","0.0000","5385.9","0","30","4.0000","182.69","1.0000","0","0","0","0","0","1.0000","0","10.020","10.020","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","76.16","76.16","76.53","76.53","23","-39.92","12.84","-35.92","17.55","2.0000","1645.75","5.32","100","25.97","24.33","32.49","30.92","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","4169","3992","5029","4433","333.744","333.899","341.656","342.730","24.7407","22.6237","24.4482","22.9879","344.999999000","344.999999000","354.999989000","354.999989000","99.9895","99.8283","99.9564","99.8441","-0.225","-0.236","-0.195","-0.032","-0.065","-0.05","1.596","1.856","80.630","67.398","78.801","69.674","88.023","68.231","86.794","73.691","83.477","64.508","83.918","70.600","79.697","62.040","82.146","68.902","0.341","-0.405","0.07889","0.07918","0","146.80","146.38","145.03","145.03","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.435","47.886","68.0000010000","0.00","26","26","26","26","-0.261","0.213","0.0158","373.85","-3.303","-3.282","-2.234","-2.264","-158.18","-230.27","-11.673","0","0.000","0","0","0.2501","-12.6123","-12.6123","5.849","1.23","1.141","-0.18","50.834","-0.100","-0.2898","5.03","100.000","0","0","144.71","0","0","0","0","0","0","0.0000","5374.6","0","30","4.0000","183.01","0.0000","0","0","0","0","0","1.0000","0","10.062","10.062","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","111.11","76.54","76.54","74.09","74.09","23","-43.04","8.88","-55.48","14.40","2.0000","1645.70","4.05","100","27.11","24.97","34.31","31.51","0.0000","1","87.89","0.0000","0.0000","0.0000","0.0000","4396","3264","5950","5318","333.722","336.130","339.595","340.591","24.7418","22.6230","24.4506","22.9889","344.999999000","344.999999000","354.999989000","354.999989000","99.9895","99.8283","99.9565","99.8442","-0.263","-0.260","-0.329","-0.145","-0.054","-0.04","1.315","1.604","80.636","67.394","78.816","69.681","87.966","68.200","86.768","73.683","83.423","64.481","83.893","70.593","79.647","62.014","82.121","68.894","0.253","-0.318","0.07850","0.07903","0","147.09","146.64","144.90","144.90","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.438","47.886","68.0000010000","0.00","26","26","26","26","-0.325","-0.097","0.0052","371.70","-3.245","-3.442","-2.247","-2.327","-157.98","-227.49","-11.369","0","0.000","0","0","0.2517","-12.6123","-12.6123","5.893","0.52","1.162","0.60","50.867","-0.169","-0.2916","4.25","100.000","0","0","142.95","0","0","0","0","0","0","0.0000","5309.2","0","30","4.0000","183.13","1.0000","0","0","0","0","0","1.0000","0","10.119","10.119","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","75.00","75.00","71.81","71.81","23","-43.23","5.23","-69.27","11.07","2.0000","1645.65","3.75","100","29.78","25.87","37.30","34.68","0.0000","1","7.54","0.0000","0.0000","0.0000","0.0000","4224","2805","6178","5140","333.825","336.970","339.055","341.159","24.7436","22.6222","24.4539","22.9905","344.999999000","344.999999000","354.999989000","354.999989000","99.9895","99.8283","99.9566","99.8442","-0.307","-0.344","-0.398","-0.217","-0.025","-0.01","0.218","0.447","80.647","67.389","78.837","69.691","87.904","68.165","86.725","73.661","83.365","64.448","83.851","70.572","79.593","61.983","82.079","68.874","0.214","-0.281","0.07765","0.07830","0","147.21","146.82","143.49","143.43","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.435","47.886","68.0000010000","0.00","26","26","26","26","-0.383","-0.278","0.0256","370.94","-3.248","-2.900","-2.370","-2.404","-157.81","-225.29","-11.129","0","0.000","0","0","0.2528","-12.6123","-12.6123","5.811","-3.09","1.234","1.30","50.767","-0.175","-0.3604","3.80","100.000","0","0","142.28","0","0","0","0","0","0","0.0000","5284.4","0","30","4.0000","182.77","0.0000","0","0","0","0","0","0.0000","0","10.161","10.161","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","111.11","73.03","73.03","72.16","72.16","23","-56.25","0.06","-58.37","10.17","2.0000","1645.61","4.71","100","30.13","26.06","39.30","35.53","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","4857","3658","5319","4536","332.327","334.939","341.452","342.670","24.7447","22.6214","24.4562","22.9916","344.999999000","344.999999000","354.999989000","354.999989000","99.9895","99.8283","99.9567","99.8443","-0.399","-0.404","-0.399","-0.223","-0.032","0.00","-0.197","-0.084","80.655","67.384","78.852","69.698","87.852","68.135","86.683","73.629","83.317","64.421","83.810","70.542","79.547","61.958","82.039","68.845","0.262","-0.330","0.07694","0.07809","0","146.81","146.51","142.41","142.32","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.435","47.886","68.0000010000","0.00","26","26","26","26","-0.449","-0.293","0.0450","369.94","-3.386","-3.176","-2.152","-1.825","-157.59","-222.56","-10.829","0","0.000","0","0","0.2542","-12.6123","-12.6123","5.724","0.37","1.303","0.30","50.616","-0.182","-0.4623","5.05","100.000","0","0","141.99","0","0","0","0","0","0","0.0000","5273.5","0","30","4.0000","182.23","1.0000","0","0","0","0","0","0.0000","0","10.215","10.215","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","111.11","67.73","67.73","76.14","76.14","23","-73.75","-0.77","-57.10","1.62","2.0000","1645.55","5.80","100","34.51","28.70","36.43","32.98","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5750","3969","5182","4301","330.026","333.775","341.447","343.333","24.7468","22.6210","24.4588","22.9926","344.999999000","344.999999000","354.999989000","354.999989000","99.9896","99.8284","99.9567","99.8443","-0.446","-0.460","-0.433","-0.254","-0.041","-0.00","-0.210","-0.083","80.668","67.381","78.867","69.704","87.805","68.112","86.625","73.584","83.273","64.400","83.754","70.499","79.506","61.939","81.984","68.805","0.343","-0.414","0.07796","0.07877","0","146.53","146.13","142.13","141.93","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.435","47.886","68.0000010000","0.00","26","26","26","26","-0.420","-0.270","-0.0187","370.28","-3.240","-3.350","-2.121","-2.107","-157.41","-220.44","-10.595","0","0.000","0","0","0.2554","-12.6123","-12.6123","5.739","-0.16","1.336","0.43","50.494","-0.202","-0.4754","5.18","100.000","0","0","141.61","0","0","0","0","0","0","0.0000","5259.6","0","30","4.0000","181.79","0.0000","0","0","0","0","0","0.0000","0","10.260","10.260","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","69.64","69.64","73.04","73.04","23","-52.53","-0.51","-63.54","2.50","2.0000","1645.51","5.49","100","35.14","29.64","37.89","33.32","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","4407","3291","5556","4120","333.461","335.672","340.568","343.659","24.7483","22.6204","24.4613","22.9935","344.999999000","344.999999000","354.999989000","354.999989000","99.9896","99.8284","99.9568","99.8443","-0.462","-0.482","-0.458","-0.282","-0.014","0.01","-0.255","-0.022","80.677","67.378","78.883","69.709","87.763","68.092","86.588","73.552","83.234","64.382","83.718","70.469","79.469","61.922","81.949","68.776","0.343","-0.416","0.07748","0.07868","0","146.18","145.76","141.78","141.60","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.435","47.886","68.0000010000","0.00","26","26","26","26","-0.385","-0.273","-0.0555","371.32","-3.255","-3.360","-2.031","-2.210","-157.17","-217.68","-10.290","0","0.000","0","0","0.2568","-12.6123","-12.6123","5.678","-1.47","1.399","1.26","50.349","-0.229","-0.4973","4.86","100.000","0","0","141.17","0","0","0","0","0","0","0.0000","5243.1","0","30","4.0000","181.27","1.0000","0","0","0","0","0","0.0000","0","10.314","10.314","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","69.60","69.60","75.80","75.80","23","-54.08","4.82","-52.08","1.41","2.0000","1645.45","3.14","100","34.38","28.98","37.33","32.31","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","4789","3641","4718","3875","332.527","334.982","342.688","344.344","24.7498","22.6195","24.4640","22.9944","344.999999000","344.999999000","354.999989000","354.999989000","99.9897","99.8284","99.9568","99.8443","-0.377","-0.378","-0.482","-0.312","-0.018","-0.02","-0.231","-0.066","80.686","67.372","78.900","69.715","87.706","68.060","86.536","73.509","83.181","64.352","83.668","70.429","79.419","61.895","81.900","68.737","0.206","-0.277","0.07766","0.07892","0","145.70","145.28","141.31","141.17","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.432","47.886","68.0000010000","26.73","26","26","26","26","-0.345","-0.436","0.1611","368.87","-3.530","-3.607","-2.039","-2.190","-156.92","-214.98","-9.993","0","0.000","0","0","0.2582","-12.6123","-12.6123","5.698","3.14","1.440","0.15","50.186","-0.251","-0.5131","3.94","100.000","0","0","140.29","0","0","0","0","0","0","0.0000","5210.3","0","30","4.0000","180.68","0.0000","0","0","0","0","0","0.0000","0","10.368","10.368","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","111.11","64.37","64.37","74.58","74.58","23","-52.57","15.24","-59.06","2.03","2.0000","1645.40","0.61","100","36.95","33.55","36.14","30.82","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5205","4199","5214","4276","331.156","333.236","341.454","343.479","24.7519","22.6193","24.4665","22.9952","344.999999000","344.999999000","354.999989000","354.999989000","99.9897","99.8285","99.9569","99.8444","-0.220","-0.247","-0.485","-0.302","-0.688","-0.74","-0.433","-0.312","80.699","67.371","78.916","69.720","87.656","68.040","86.482","73.465","83.134","64.334","83.617","70.388","79.375","61.877","81.849","68.698","0.020","-0.095","0.07808","0.07924","0","144.52","144.11","140.71","140.56","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.432","47.886","68.0000010000","57.33","26","26","26","26","-0.310","-1.054","0.2098","366.74","-3.473","-3.456","-2.407","-2.294","-156.71","-212.80","-9.750","0","0.000","0","0","0.2594","-12.6123","-12.6123","5.766","-0.70","1.442","-1.26","49.805","-0.224","-0.5218","2.01","100.000","0","0","138.40","0","0","0","0","0","0","0.0000","5140.3","0","30","4.0000","179.31","1.0000","0","0","0","0","0","0.0000","0","10.413","10.413","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","64.72","64.72","70.19","70.19","23","-39.78","10.95","-65.17","9.95","2.0000","1645.36","0.35","100","36.94","33.94","38.33","34.79","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","4942","4008","5811","4652","332.055","333.525","339.833","341.969","24.7533","22.6190","24.4690","22.9963","344.999999000","344.999999000","354.999989000","354.999989000","99.9898","99.8286","99.9569","99.8444","-0.204","-0.232","-0.409","-0.208","-2.246","-2.59","-0.905","-0.806","80.708","67.369","78.931","69.727","87.629","68.042","86.449","73.441","83.109","64.335","83.584","70.366","79.351","61.879","81.817","68.676","-0.015","-0.061","0.07740","0.07837","0","141.20","140.59","138.93","138.81","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.429","47.886","68.0000010000","78.81","26","26","26","26","-0.216","-1.496","0.0955","368.40","-3.455","-3.501","-2.218","-2.176","-156.43","-210.01","-9.435","0","0.000","0","0","0.2609","-12.6123","-12.6123","5.600","-3.15","1.461","1.15","49.079","-0.157","-0.7272","1.40","100.000","0","0","135.22","0","0","0","0","0","0","0.0000","5022.0","0","30","4.0000","176.70","0.0000","0","0","0","0","0","0.0000","0","10.470","10.470","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","60.27","60.27","78.52","78.52","23","-43.83","16.41","-28.80","6.13","2.0000","1645.30","0.35","100","38.41","34.72","35.40","32.51","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","6021","5430","3676","2947","329.124","329.805","345.274","346.709","24.7555","22.6187","24.4714","22.9971","344.999999000","344.999999000","354.999989000","354.999989000","99.9900","99.8288","99.9570","99.8445","-0.170","-0.173","-0.315","-0.153","-2.885","-3.59","-1.683","-1.753","80.722","67.367","78.946","69.732","87.631","68.082","86.400","73.409","83.109","64.370","83.537","70.335","79.350","61.912","81.770","68.647","-0.017","-0.062","0.07838","0.07906","0","138.07","136.99","135.88","135.74","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.429","47.886","68.0000010000","100.00","26","26","26","26","-0.141","-1.799","-0.0985","370.98","-3.966","-3.386","-2.107","-2.163","-156.21","-207.82","-9.184","0","0.000","0","0","0.2620","-12.6123","-12.6123","5.487","-2.43","1.503","-0.36","48.332","-0.131","-0.8382","1.19","100.000","0","0","132.09","0","0","0","0","0","0","0.0000","4905.9","0","30","4.0000","174.02","1.0000","0","0","0","0","0","0.0000","0","10.515","10.515","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","61.02","61.02","80.53","80.53","23","-15.20","9.38","-21.40","7.05","2.0000","1645.26","0.39","100","38.21","37.17","31.61","28.45","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","4789","5066","3472","2988","332.435","330.454","346.003","346.750","24.7571","22.6190","24.4729","22.9973","344.999999000","344.999999000","354.999989000","354.999989000","99.9903","99.8291","99.9571","99.8446","-0.149","-0.149","-0.280","-0.095","-5.996","-5.48","-2.554","-2.601","80.732","67.369","78.956","69.733","87.661","68.153","86.364","73.387","83.136","64.435","83.503","70.315","79.373","61.971","81.736","68.628","-0.014","-0.065","0.07941","0.07992","0","132.25","132.59","132.75","132.59","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.426","47.886","68.0000010000","100.00","26","26","26","26","-0.104","-1.765","-0.2203","375.81","-3.439","-3.450","-2.359","-1.897","-155.95","-205.24","-8.892","0","0.000","0","0","0.2634","-12.6123","-12.6123","5.286","-4.54","1.455","-1.60","47.377","-0.102","-0.9283","0.77","100.000","0","0","128.23","0","0","0","0","0","0","0.0000","4762.5","0","30","4.0000","170.59","0.0000","0","0","0","0","0","0.0000","0","10.569","10.569","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","63.27","63.27","89.60","89.60","23","-7.95","-0.44","-9.11","3.98","2.0000","1645.20","0.52","100","36.32","35.45","26.16","25.36","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","4703","4925","2122","2073","332.584","331.160","349.491","349.054","24.7585","22.6186","24.4743","22.9974","344.999999000","344.999999000","354.999989000","354.999989000","99.9907","99.8296","99.9572","99.8447","-0.130","-0.107","-0.209","-0.047","-7.168","-10.73","-3.396","-3.317","80.741","67.367","78.965","69.734","87.733","68.297","86.318","73.364","83.201","64.564","83.458","70.294","79.432","62.093","81.692","68.608","-0.004","-0.074","0.08026","0.08027","0","127.46","123.07","129.07","129.07","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.423","47.886","68.0000010000","100.00","26","26","26","26","-0.092","-1.832","-0.2486","378.68","-3.116","-3.290","-1.808","-1.868","-155.74","-203.20","-8.663","0","0.000","0","0","0.2645","-12.6123","-12.6123","5.111","-3.19","1.369","-1.00","46.589","-0.077","-0.9502","0.02","100.000","0","0","124.63","0","0","0","0","0","0","0.0000","4628.9","0","30","4.0000","167.76","1.0000","0","0","0","0","0","0.0000","0","10.614","10.614","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","63.58","63.58","94.84","94.84","23","-8.07","2.91","-6.55","2.43","2.0000","1645.16","0.39","100","35.23","34.78","22.00","19.02","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5725","4669","2190","1851","330.288","332.044","349.263","349.944","24.7597","22.6184","24.4753","22.9971","344.999999000","344.999999000","354.999989000","354.999989000","99.9912","99.8301","99.9573","99.8448","-0.149","-0.087","-0.176","0.005","-7.541","-8.09","-4.036","-5.192","80.748","67.365","78.971","69.731","87.812","68.430","86.280","73.343","83.272","64.685","83.422","70.274","79.496","62.206","81.657","68.589","-0.007","-0.070","0.08042","0.08024","0","124.58","124.09","126.01","124.49","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.420","47.886","68.0000010000","100.00","26","26","26","26","-0.080","-1.900","-0.0663","377.47","-3.279","-3.474","-1.581","-1.392","-155.47","-200.64","-8.382","0","0.000","0","0","0.2658","-12.6123","-12.6123","5.055","1.48","1.393","0.75","45.568","-0.039","-0.9326","1.05","100.000","0","0","121.64","0","0","0","0","0","0","0.0000","4517.9","0","30","4.0000","164.08","0.0000","0","0","0","0","0","1.0000","0","10.668","10.668","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","111.11","58.69","58.69","98.60","98.60","23","-27.32","15.09","-5.12","1.95","2.0000","1645.10","-0.57","100","38.34","35.95","18.21","18.04","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","6231","5919","2353","1863","328.570","328.446","349.039","349.825","24.7618","22.6185","24.4762","22.9967","344.999999000","344.999999000","354.999989000","354.999989000","99.9916","99.8307","99.9575","99.8449","-0.025","0.023","-0.184","0.006","-3.994","-5.94","-4.976","-5.038","80.762","67.366","78.976","69.729","87.874","68.587","86.236","73.325","83.328","64.826","83.380","70.258","79.548","62.339","81.616","68.574","-0.059","-0.021","0.08022","0.08016","0","126.81","123.79","122.06","122.02","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.420","47.886","68.0000010000","100.00","26","26","26","26","-0.041","-1.925","0.2387","371.66","-3.587","-3.551","-1.765","-1.768","-155.25","-198.55","-8.152","0","0.000","0","0","0.2669","-12.6123","-12.6123","5.198","4.33","1.471","1.93","44.634","-0.046","-0.8655","0.55","100.000","0","0","122.16","0","0","0","0","0","0","0.0000","4537.1","0","30","4.0000","160.71","1.0000","0","0","0","0","0","1.0000","0","10.716","10.716","54.963","21.902","1.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","53.65","53.65","91.44","91.44","23","-30.49","31.07","-16.85","9.45","2.0000","1645.05","-2.35","100","40.95","40.37","21.18","20.95","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","6799","6330","3535","3237","327.142","326.918","345.944","346.112","24.7639","22.6192","24.4774","22.9967","344.999999000","344.999999000","354.999989000","354.999989000","99.9918","99.8310","99.9576","99.8450","0.055","0.085","-0.205","0.019","-3.663","-4.26","-2.723","-2.664","80.774","67.370","78.984","69.730","87.912","68.669","86.208","73.317","83.362","64.901","83.353","70.251","79.579","62.408","81.591","68.569","-0.174","0.091","0.08046","0.08040","0","124.84","123.94","122.35","122.22","-50","0"
"0.0000","1","1","1","1","0","0","1","19.999999000","50","1","1.18560","26","0","-0.417","47.886","68.0000010000","100.00","26","26","26","26","-0.023","-1.887","0.1744","369.26","-3.813","-3.824","-2.061","-1.839","-155.04","-196.52","-7.923","0","0.000","0","0","0.2680","-12.6123","-12.6123","5.421","3.66","1.584","1.63","43.756","-0.035","-0.7738","-0.12","100.000","0","0","120.43","0","0","0","0","0","0","0.0000","4472.9","0","30","4.0000","157.55","0.0000","0","0","0","0","0","1.0000","0","10.764","10.764","54.963","21.902","0.0000","110","433.27234","6500","75.0000030000","75.0000030000","109.999999000","109.999999000","586","0","0.0000","1","1","83.33","55.83","55.83","85.94","85.94","23","-15.14","22.55","-22.85","18.04","2.0000","1645.01","-2.35","100","41.37","41.01","24.28","26.72","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5338","5893","3960","4292","330.983","328.433","344.722","343.230","24.7656","22.6195","24.4788","22.9972","344.999999000","344.999999000","354.999989000","354.999989000","99.9921","99.8313","99.9577","99.8451","0.088","0.118","-0.176","0.065","-5.146","-5.42","-2.047","-2.030","80.785","67.372","78.993","69.732","87.949","68.755","86.173","73.305","83.394","64.977","83.320","70.240","79.607","62.479","81.558","68.559","-0.205","0.121","0.08042","0.08018","0","120.66","120.17","120.79","120.79","-50","0"
