Venue,Vehicle,Log Date,Log Time,Sample Rate,Duration,Range,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Car Coord X,Car Coord Y,Car Coord Z,Car Pos Norm,ERS Max Energy,Engine Brake Setting,Flags,Fuel Level,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,TotalLapCount,LapIndexes,MaxSpeed,RaceIndexLength
ks_barcelona,ks_maserati_levante,01/02/2026,14:10:00,20.000,216.000,entire outing,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.999999000,50,1.0,1.24300,12,0,0.000,0.00,68.0000010000,-365.2,-188.2,-18.244,0.0016,0,0.0,0.0,29.1032,0.0,0.0,0,0,0,0,0.0,0.0,79,413.5138,7520,305.000007000,305.000007000,324.999988000,324.999988000,223,1.6,0.0,1.0,1.0,111.11,1.0,[3287],228.3,4321
