Venue,Vehicle,Log Date,Log Time,Sample Rate,Duration,Range,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Car Coord X,Car Coord Y,Car Coord Z,Car Pos Norm,ERS Max Energy,Engine Brake Setting,Flags,Fuel Level,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,TotalLapCount,LapIndexes,MaxSpeed,RaceIndexLength
ks_brands_hatch,ferrari_458,01/02/2026,09:46:00,20.000,402.600,entire outing,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.999999000,0,1.0,1.24300,12,0,0.000,0.00,62,131.13,-393.03,-7.324,0.0035,0,0.0,0.0,29.5239,0.0,0.0,0,0,0,0,0.0,0.0,86,499.13982,9200,605.000019000,605.000019000,125,125,466,0.0,0.0,1.0,1.0,111.11,6.0,"[1498, 2723, 4162, 5456, 6675, 7796]",223.17,8053
